SITE_ID,GROUP_ID,VARIABLE_GROUP,VARIABLE,DATAVALUE
SE-Htm,34,GRP_VAR_INFO,VAR_INFO_VARNAME,SWC_6
SE-Htm,34,GRP_VAR_INFO,VAR_INFO_HEIGHT,-1
SE-Htm,34,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,34,GRP_VAR_INFO,VAR_INFO_UNIT,%
SE-Htm,34,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,3
SE-Htm,34,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,35,GRP_VAR_INFO,VAR_INFO_VARNAME,TA
SE-Htm,35,GRP_VAR_INFO,VAR_INFO_HEIGHT,24
SE-Htm,35,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,35,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,35,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,35,GRP_VAR_INFO,VAR_INFO_DATE,201804190000
SE-Htm,36,GRP_VAR_INFO,VAR_INFO_VARNAME,TA
SE-Htm,36,GRP_VAR_INFO,VAR_INFO_HEIGHT,27
SE-Htm,36,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,36,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,36,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,36,GRP_VAR_INFO,VAR_INFO_DATE,202408271600
SE-Htm,37,GRP_VAR_INFO,VAR_INFO_VARNAME,TA
SE-Htm,37,GRP_VAR_INFO,VAR_INFO_HEIGHT,24
SE-Htm,37,GRP_VAR_INFO,VAR_INFO_MODEL,MULTI-Meteo
SE-Htm,37,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,37,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,37,GRP_VAR_INFO,VAR_INFO_DATE,202508291500
SE-Htm,38,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_1
SE-Htm,38,GRP_VAR_INFO,VAR_INFO_HEIGHT,30
SE-Htm,38,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-TCouple
SE-Htm,38,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,38,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,38,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,39,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_2
SE-Htm,39,GRP_VAR_INFO,VAR_INFO_HEIGHT,24
SE-Htm,39,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-TCouple
SE-Htm,39,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,39,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,39,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,40,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_3
SE-Htm,40,GRP_VAR_INFO,VAR_INFO_HEIGHT,19
SE-Htm,40,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-TCouple
SE-Htm,40,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,40,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,40,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,41,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_4
SE-Htm,41,GRP_VAR_INFO,VAR_INFO_HEIGHT,14
SE-Htm,41,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-TCouple
SE-Htm,41,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,41,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,41,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,42,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_5
SE-Htm,42,GRP_VAR_INFO,VAR_INFO_HEIGHT,9
SE-Htm,42,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-TCouple
SE-Htm,42,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,42,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,42,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,43,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_6
SE-Htm,43,GRP_VAR_INFO,VAR_INFO_HEIGHT,4
SE-Htm,43,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-TCouple
SE-Htm,43,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,43,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,43,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,44,GRP_VAR_INFO,VAR_INFO_VARNAME,TA_7
SE-Htm,44,GRP_VAR_INFO,VAR_INFO_HEIGHT,1
SE-Htm,44,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-TCouple
SE-Htm,44,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,44,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,1
SE-Htm,44,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,45,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_1
SE-Htm,45,GRP_VAR_INFO,VAR_INFO_HEIGHT,0
SE-Htm,45,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-TCouple
SE-Htm,45,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,45,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
SE-Htm,45,GRP_VAR_INFO,VAR_INFO_DATE,20180621
SE-Htm,46,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_2
SE-Htm,46,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.05
SE-Htm,46,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-TCouple
SE-Htm,46,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,46,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
SE-Htm,46,GRP_VAR_INFO,VAR_INFO_DATE,20180621
SE-Htm,47,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_3
SE-Htm,47,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.1
SE-Htm,47,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-TCouple
SE-Htm,47,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,47,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
SE-Htm,47,GRP_VAR_INFO,VAR_INFO_DATE,20180621
SE-Htm,48,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_4
SE-Htm,48,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.2
SE-Htm,48,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-TCouple
SE-Htm,48,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,48,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
SE-Htm,48,GRP_VAR_INFO,VAR_INFO_DATE,20180621
SE-Htm,49,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_5
SE-Htm,49,GRP_VAR_INFO,VAR_INFO_HEIGHT,-0.5
SE-Htm,49,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-TCouple
SE-Htm,49,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,49,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
SE-Htm,49,GRP_VAR_INFO,VAR_INFO_DATE,20180621
SE-Htm,50,GRP_VAR_INFO,VAR_INFO_VARNAME,TS_6
SE-Htm,50,GRP_VAR_INFO,VAR_INFO_HEIGHT,-1
SE-Htm,50,GRP_VAR_INFO,VAR_INFO_MODEL,TEMP-TCouple
SE-Htm,50,GRP_VAR_INFO,VAR_INFO_UNIT,deg C
SE-Htm,50,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,4
SE-Htm,50,GRP_VAR_INFO,VAR_INFO_DATE,20180621
SE-Htm,51,GRP_VAR_INFO,VAR_INFO_VARNAME,WTD
SE-Htm,51,GRP_VAR_INFO,VAR_INFO_HEIGHT,-3.17
SE-Htm,51,GRP_VAR_INFO,VAR_INFO_MODEL,WTD-Press
SE-Htm,51,GRP_VAR_INFO,VAR_INFO_UNIT,m
SE-Htm,51,GRP_VAR_INFO,VAR_INFO_AGG_NUMLOC,3
SE-Htm,51,GRP_VAR_INFO,VAR_INFO_DATE,20180419
SE-Htm,52,GRP_VAR_INFO,VAR_INFO_VARNAME,ALB
SE-Htm,52,GRP_VAR_INFO,VAR_INFO_HEIGHT,50
SE-Htm,52,GRP_VAR_INFO,VAR_INFO_MODEL,RAD-Pyrrad-SW+LW
SE-Htm,52,GRP_VAR_INFO,VAR_INFO_UNIT,%
